Ahrs1_Roll,Ahrs1_bRollRate,Ahrs1_bYawRate
0.02389374725311479,0.0009548391730659704,0.0025243995042422405
0.02401775741164844,0.0009517137373660348,0.0024468405513779455
0.024138105243861816,0.0009243524774989634,0.002368174845891508
0.024252094739627965,0.0008735436146544568,0.0023040695573469023
0.02435868722615144,0.0008137275198758948,0.002265719632232612
0.0244587001987795,0.0007570581582604331,0.002255522714465418
0.024553428673138727,0.0007032384525824914,0.0022690901635106704
0.024643144907694106,0.0006428114033090985,0.002302133114664249
0.024726748018613038,0.0005669565416287985,0.0023562793523300824
0.024802490551885163,0.00047429042215943896,0.0024388673719089016
0.024868977071923048,0.00037175801806532205,0.0025570790816219924
0.02492596254199907,0.000271463738500531,0.002711625822090121
0.02497481878681038,0.00018633722436607337,0.0028957934020884223
0.02501854772400186,0.00012690351298462124,0.0031006362487348
0.02506134182070348,0.00010109185540153967,0.003318560207846871
0.02510813071556775,0.00012059668260669196,0.0035319750285323854
0.02516510749902299,0.00021574844460839303,0.003677183424954806
0.025241798889257535,0.0004526794303609284,0.003586885045897519
0.025353590960424333,0.0009358479603000558,0.0029358795638399467
0.02552207294929689,0.0017756409425902795,0.001235335402372051
0.025770221981659684,0.0030159091458390255,-0.0020828612104336654
0.02611108735556099,0.004547635009950725,-0.007500068851889889
0.026532122046303962,0.00605908334304701,-0.015240904839001661
0.026980540260298433,0.007061421557695309,-0.02519378430450647
0.027355267504599132,0.006984188446156255,-0.0369518329678604
0.02750791732053689,0.005293874955633611,-0.04992332233277739
0.027251386552476553,0.0015830757607833057,-0.06343815924159255
0.026372638836025693,-0.004395598456894831,-0.07680877232747156
0.024646200211118772,-0.012744966600924588,-0.08934113820099529
0.021846000885192875,-0.02346494952678662,-0.10030625347411166
0.017755014363433217,-0.036491553459158464,-0.1088820508418265
0.012174097734404112,-0.051704420185587616,-0.11409020088072286
0.004932798614602955,-0.06888524182330391,-0.11478228354103079
-0.004094816726783565,-0.08763023607643654,-0.10973841503524011
-0.014967408202590168,-0.1072443035778324,-0.0979057426932102
-0.027648553055098574,-0.12666991948976572,-0.07872850478407423
-0.04198111448379165,-0.14451639103578207,-0.05243804459578809
-0.057673594908721544,-0.15922507493561985,-0.02014481363909787
-0.07430619117368635,-0.1693300616976361,0.01634227724506061
-0.0913566999198859,-0.17370292069927873,0.05488263572926634
-0.10823798766110553,-0.17167551515006016,0.0933640734159786
-0.12433565798213052,-0.16302022251522572,0.12990908968114326
-0.13903644469376528,-0.14785118475651227,0.16291437544366164
-0.15174583518645668,-0.12652619315857283,0.1910043448950136
-0.16190227788123082,-0.09958471969442947,0.21297313554101105
-0.16899538936680783,-0.06771157616390555,0.2277256582293571
-0.17258866374123777,-0.03171685775987917,0.23420170121320544
-0.172344254821432,0.007445031198773103,0.23132476199912025
-0.16805121702309814,0.048587006285996555,0.21808873885466246
-0.15965967353905447,0.09015067069587847,0.1938651242443685
-0.14731702704080787,0.13011849397612707,0.15885427771373983
-0.13139305166413906,0.16610718351619325,0.114424353202643
-0.11247726545859532,0.19568445486510538,0.06307311151059901
-0.09134224069310425,0.21679005736702614,0.007995723951078868
-0.06888420241362393,0.2280565778200183,-0.04746998092859568
-0.046059167862124516,0.22891473641942628,-0.10023149741702533
-0.023825395978263948,0.2195294003279414,-0.1476052017563135
-0.0030937537666030153,0.20067770336948831,-0.187384405190991
0.015314380593810021,0.17362541349299576,-0.2179256252483086
0.03070141818833286,0.13999010919803495,-0.23824967180266882
0.042518813891245164,0.10157939670252912,-0.24807916208652736
0.05038161230276642,0.06023214289991865,-0.24775478141386623
0.05407351270043812,0.017709477331030277,-0.23805475790143985
0.053545491887054666,-0.02434125538370602,-0.22000138208966163
0.04891096607408538,-0.0643749820556768,-0.19472908695619728
0.0404391135509154,-0.1009426260034431,-0.16343976237018948
0.0285445600944738,-0.13272423525776747,-0.12742433679821377
0.013769262579123965,-0.1585972502439333,-0.08810109879721822
-0.0032456131921782595,-0.17770985952411453,-0.04702162791561266
-0.021794563505403777,-0.18952974191988683,-0.00582603694579372
-0.04114292198001334,-0.19385888762888495,0.03383752511408025
-0.06055831635218906,-0.19082584055180882,0.07040623323356049
-0.07933737850603328,-0.18086659252721132,0.1024916338988719
-0.09682895400005388,-0.164691248826398,0.12895584906741286
-0.11245550441189221,-0.1432300050786193,0.14897277124884606
-0.1257321155371581,-0.11756349843834189,0.16206752046992684
-0.13628206666494436,-0.08885494797219037,0.16812131434130556
-0.14384756616404537,-0.058301182842801114,0.1673322241854873
-0.14829428278914308,-0.027103071971096074,0.1601411080233903
-0.1496101012947651,0.0035606709557112586,0.14715480916495907
-0.14789907041474018,0.03257029194245085,0.12909861628961958
-0.14337116588003826,0.05890931043650523,0.10680275282543804
-0.13632938455816457,0.08170315498424842,0.08120088409741136
-0.12715697706778092,0.10024556431760355,0.053317233765535064
-0.11630559722523748,0.11401441318969988,0.024236003772355196
-0.10428069093437578,0.12268131608262033,-0.004939932154523897
-0.09162049057299113,0.12611565163086688,-0.03312963794734355
-0.0788693935544929,0.12438006063837369,-0.0593081487360504
-0.06654999136695106,0.11772000458634156,-0.082540900644995
-0.055139587540896325,0.10655356122508203,-0.102026840553611
-0.04505489610987041,0.09146018678966444,-0.11714578298143448
-0.0366440658680177,0.07316073012241911,-0.1274934440790106
-0.030182288427792324,0.05248449340001681,-0.1328895688723901
-0.02586766424779525,0.0303271021365857,-0.13336031372107202
-0.023815771559414226,0.007606016731921344,-0.12911083530977296
-0.02405359188847932,-0.014781080219294787,-0.1205028668488189
-0.026516387205923142,-0.03599146544020621,-0.10803721689001157
-0.031051065637814,-0.05526450197602525,-0.09233246490959682
-0.037426031478318876,-0.07194073075842045,-0.0740970624263128
-0.04534487264482368,-0.08547560279095738,-0.05409999415344555
-0.05446100040381664,-0.09545127691384071,-0.03314684012533004
-0.06439196569388686,-0.10158891353632943,-0.012063294646321186
-0.07473497468391059,-0.10376376062601382,0.00832212368741523
-0.0850855404415258,-0.10202020095960079,0.02720851984649308
-0.09505754983841168,-0.09657611643417491,0.04386902856312381
-0.1043000506583457,-0.08780705588647487,0.05770179093813671
-0.11250843378208704,-0.0762126056296527,0.06826882089070356
-0.11943124529800489,-0.06237824002853335,0.07531062137845174
-0.12487508456453801,-0.04694428319398437,0.07873549940411131
-0.12870930128737446,-0.03058279774098272,0.07859501514284738
-0.1308698709170043,-0.013975465546474752,0.07506030349478816
-0.1313610272249726,0.0022131396292596364,0.0684079575531497
-0.13025413345616182,0.0173641489106195,0.05901480087313341
-0.1276835806827856,0.03092796622924718,0.04735211327612596
-0.12383916337161663,0.042440767017677954,0.03396858933914415
-0.11895454781304435,0.051536255389631636,0.019460961939281797
-0.11329350554693374,0.05795457730624321,0.004442238022509668
-0.10713773116846678,0.06155025788968458,-0.010483672363107589
-0.10077789317999089,0.062300754361165896,-0.024742751285349727
-0.09450472135189196,0.06031021854405552,-0.037812033266237374
-0.08859605965685305,0.05579903410116307,-0.049240450381337786
-0.0833006422413024,0.049078039534925615,-0.05866456527847889
-0.07882454698148457,0.040516888363783886,-0.06581625123318699
-0.07532547658105686,0.03051853072252796,-0.07052420824812516
-0.07291411781050457,0.01950683420615123,-0.07271193701178867
-0.07165743879640916,0.00792392187092971,-0.07239339896652752
-0.07158021803183048,-0.0037738937520004727,-0.0696684973951087
-0.07266515570019891,-0.015129080460827936,-0.06472145301817063
-0.07485315276558958,-0.02570239391641039,-0.05782152045740508
-0.07804412227275538,-0.03509303846141254,-0.049319203225727117
-0.08209849140477021,-0.04295800331836518,-0.039631304329402185
-0.08684086748796407,-0.04903057571008542,-0.029215407485959743
-0.09206795516444646,-0.05313538801228839,-0.018540007605273984
-0.09756125076508586,-0.05519445359073523,-0.00805673199288015
-0.10310238755046486,-0.05522036772751232,0.0018220366976366264
-0.10848693716205127,-0.053301274289783505,0.010737847377167216
-0.11353279639244204,-0.04958756065823833,0.01839044930279013
-0.11808290431546951,-0.04428508400854597,0.024534310357587033
-0.1220052502200778,-0.03765171349092285,0.02897722429649249
-0.12519342273509923,-0.029992485838182245,0.03158861052373677
-0.127569423447223,-0.021652430417353388,0.032313945227275306
-0.12908833729432914,-0.013007157119553435,0.03118471270340433
-0.12974276056463077,-0.004448111121039979,0.028316937724317495
-0.12956468998665588,0.0036406843890859283,0.023899004508374913
-0.1286240033399234,0.010912139707815344,0.018174723767549025
-0.12702412357374407,0.01708328125299312,0.01142836492486502
-0.12489592716209534,0.02195007488617321,0.003973750039918038
-0.12239048670935891,0.025385064276215775,-0.0038559749936834184
-0.11967038281291106,0.027323240771225384,-0.011721360265764123
-0.11689945001152276,0.027750808338740364,-0.019292041450469595
-0.11423235803611095,0.02670764513343771,-0.026261561261045396
-0.11180641972955777,0.02429689561374438,-0.0323596873397621
-0.10973729583801371,0.020685906145443696,-0.037362726674913645
-0.10811832790000714,0.016093158122322725,-0.04110293494336372
-0.10702107907697309,0.010771071120429587,-0.043475362860294964
-0.10649423125108606,0.004997960194049606,-0.04443947990578065
-0.10655994043613778,-0.000917243233195261,-0.0440153414018056
-0.10720902313538337,-0.006627195065755021,-0.04227661467649131
-0.1083969316696304,-0.011755124136764342,-0.03934474671197231
-0.11004236622565668,-0.01593919226951065,-0.035387468629237084
-0.11203105827611184,-0.01890814017307403,-0.03061857138427258
-0.11422725366921084,-0.020550908606937063,-0.025290397410174713
-0.11649201233291952,-0.020932556819679548,-0.019674173959405305
-0.11870173636918634,-0.020240225194790955,-0.014034495277502808
-0.1207579406589417,-0.018691365892157485,-0.008610200091207745
-0.12258445636035958,-0.01645997495418793,-0.003606897729114197
-0.12411739368713103,-0.01365488562543545,0.0008034590429052052
-0.12529772314442378,-0.010340792054218994,0.004481841461816572
-0.12607204553609694,-0.006572573714082944,0.007322287841844003
-0.12639896615524457,-0.002424939294084314,0.00925312551563568
-0.12625500295943748,0.001987645977540854,0.01023927611661853
-0.12563669967843763,0.0065059123346217235,0.010284969368321559
-0.12455947296557388,0.010939685080812523,0.009435944795384827
-0.12305515881365849,0.015095437737515477,0.007779088446800293
-0.12116961330423713,0.018805550691068547,0.005436391682165847
-0.11896073652049206,0.021947801896180754,0.00255308843244855
-0.11649675093234163,0.024448370191172245,-0.000715178750179814
-0.11385415391740132,0.026268901685373283,-0.004210856710331928
-0.1111146204963831,0.027387209090734475,-0.007778011572250543
-0.10836064880538354,0.027786759477181153,-0.011264258843068527
-0.10567060587360808,0.02746336029812042,-0.014524270043239
-0.10311425066598778,0.026441700448136624,-0.017425302270633432
-0.1007496775749538,0.024786456194165436,-0.01985270431310711
-0.09862210524483596,0.022600272992759185,-0.021713505308154257
-0.09676403341921579,0.020012035161027366,-0.02293948745427113
-0.09519595194363731,0.017162267248237564,-0.023492085935826443
-0.09392706780123465,0.014191033643187953,-0.02336751742991691
-0.09295560309092098,0.011232772518084569,-0.022597886924930005
-0.09226812515064602,0.008419391234690016,-0.021246450392444792
-0.09183788607633725,0.005884708216392418,-0.019399116391181956
-0.09162345000787392,0.003758287442593827,-0.01715561401109323
-0.09156955603748393,0.0021452026969119007,-0.014622709437633464
-0.09161124707049331,0.0011041655367367775,-0.011910554534309978
-0.09168030207183145,0.0006422994454746196,-0.009131294374914913
-0.09171158468820681,0.0007321921687202658,-0.0063971719120047305
-0.09164737882866027,0.001335823810236114,-0.003816231359380859
-0.09143945680370204,0.002413154907317233,-0.001486774850184228
-0.09104986040460376,0.003909900132071283,0.0005067912591674127
-0.09045143436809046,0.005741027412065705,0.0020962122073233374
-0.08962842643930607,0.007789513226453965,0.0032321794889385623
-0.08857673444911739,0.009924346451143052,0.0038901632334823817
-0.08730306580621203,0.012027713754778449,0.004077227949108695
-0.08582259003472494,0.014016923703935327,0.003832241520060381
-0.08415566334063691,0.015848886330555072,0.0032139643209222702
-0.08232508512848352,0.01750581153726143,0.0022824008938681245
-0.08035506392275554,0.01897417946834508,0.0010868216204638435
-0.07827197295092513,0.02023115764626336,-0.0003306001131475968
-0.07610584068716728,0.021242766559032372,-0.0019195746788910615
-0.07389111326850387,0.021966761384729472,-0.003608845020578015
-0.0716660591319208,0.02235191223787843,-0.005307621195910372
-0.06947176625666146,0.022334816265691965,-0.0069208113002520045
-0.06735216695798601,0.02184311674473127,-0.008366338650497735
-0.06535470147025303,0.020812269883412036,-0.009583334611001732
-0.06352927784415414,0.01921423791908433,-0.01052979859864117
-0.061923773691263756,0.017086589743489464,-0.01117615846369959
-0.06057684500437089,0.014545001778525992,-0.011501850428211684
-0.059510848053645746,0.011767442604997198,-0.01149799445025546
-0.058728044509176444,0.008954623178567532,-0.011173531037104759
-0.05821179160155788,0.006285804245264511,-0.010559269598295779
-0.057931615801477244,0.0038906483684744207,-0.009706306706153245
-0.05784883229710724,0.0018516871387995696,-0.008678168919678063
-0.057918901167066696,0.00024359975230808518,-0.007538499304431803
-0.05808804187090626,-0.0008027755936986186,-0.006339549997446265
-0.058284543387269246,-0.0010520074556756359,-0.005117556915306917
-0.05840938392405314,-0.00018616363712212046,-0.003897262179915768
-0.058334589737531764,0.002074909279588891,-0.0027036660153475704
-0.05791692316215552,0.005800319857518331,-0.001575654460086917
-0.057026126382408,0.010735313478661574,-0.000572251198795003
-0.05557587190224871,0.016345242532945496,0.00023677760549068418
-0.05354173305251093,0.02200120119393533,0.0007936807429823618
-0.05095818992972943,0.02718769645934646,0.00107527016216048
-0.047899298026523436,0.031614234407395025,0.001101462315526196
-0.044454889445158116,0.035201516265799926,0.0009259538310609062
-0.040712370275405904,0.03799703507547114,0.0006164346991965467
-0.03674791831992181,0.04009335050736634,0.0002364798116257596
-0.03262555885843626,0.041585166414977406,-0.00016263485664346514
-0.0283999314744004,0.042559412065723785,-0.000540185014599699
-0.024118587077758283,0.04309758260191374,-0.0008604133502048665
-0.019821886506103645,0.04327614375554797,-0.001089140843938463
-0.015541507064138196,0.04316251229379661,-0.00119403173648191
-0.011299821207963528,0.04281167300134911,-0.001146450160547132
-0.00711144084918611,0.04226889884460777,-0.0009238371346775688
-0.0029858214949018656,0.04157856345400518,-0.0005137312506288246
0.0010713213195321961,0.04079289897116272,8.143715546605614e-05
0.005058399829835945,0.03997377321795687,0.0008426949133979987
0.008979028479155795,0.03918652607655114,0.0017383167173596703
0.012842494008840584,0.03849118465613166,0.0027304026041393512
0.01666316701001011,0.037934899941453465,0.003779798913239649
0.020458791607086295,0.03754551116896759,0.004848017591525386
0.02424776025789969,0.03732851731884056,0.005897367551999043
0.028046711082645347,0.03727203360617599,0.006890779520824543
